bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Jobgether,jobgether.com,geraden en bevestigd,Customer Care Poker Specialist,2026-09-22,Nederland,5,nee,https://nl.linkedin.com/jobs/view/customer-care-poker-specialist-at-jobgether-4468543207,customer happiness
JOBR.,jobr.nl,geraden en bevestigd,Commercieel medewerker,2026-09-14,Nijmegen,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-jobr-4467034776,orderverwerking medewerker
Joerns Healthcare bv,joerns.nl,geraden en bevestigd,Klantadviseur Zorghulpmiddelen,2026-09-14,Houten,3,nee,https://nl.linkedin.com/jobs/view/klantadviseur-zorghulpmiddelen-at-joerns-healthcare-bv-4467060921,klantadviseur
Johnson Controls,johnsoncontrols.nl,geraden en bevestigd,Customer Service Employee,2026-09-12,Enschede,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-johnson-controls-4464268348,klantenservice medewerker
JouwWeb,jouwweb.nl,geraden en bevestigd,Customer Support Employee - Evening Shifts,2026-09-18,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/customer-support-employee-evening-shifts-at-jouwweb-4469189594,webcare medewerker
JR286,jr286.com,geraden en bevestigd,Customer Service Representative (International Sales),2026-09-08,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-international-sales-at-jr286-4458671910,klantenservice medewerker
Justus People,justuspeople.nl,geraden en bevestigd,Customer Care Representative,2026-09-14,Badhoevedorp,1,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-at-justus-people-4466129270,klantenservice medewerker
Kaliber,kaliber.nl,geraden en bevestigd,Conversion &amp; Growth Specialist,2026-09-22,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/conversion-growth-specialist-at-kaliber-4470404906,webcare medewerker
Kemkens,kemkens.nl,geraden en bevestigd,Klantadviseur,2026-07-02,Oss,1,nee,https://nl.linkedin.com/jobs/view/klantadviseur-at-kemkens-4436159337,klantadviseur
KernGezond,kerngezond.nl,geraden en bevestigd,Vacature: Front Office Medewerk(st)er Lelystad – 16u (waarneming),2026-09-03,Lelystad,1,nee,https://nl.linkedin.com/jobs/view/vacature-front-office-medewerk-st-er-lelystad-%E2%80%93-16u-waarneming-at-kerngezond-4460749394,webcare medewerker
Keter,keter.com,geraden en bevestigd,Specialist eCommerce,2026-08-24,Rijen,2,nee,https://nl.linkedin.com/jobs/view/specialist-ecommerce-at-keter-4456862711,webcare medewerker
Keywords Studios,keywordsstudios.com,geraden en bevestigd,Customer Success Manager - Video Games - Remote,2026-07-31,Nederland,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-video-games-remote-at-keywords-studios-4447524776,customer happiness
"Kibidango, Inc.",kibidango.com,geraden en bevestigd,ECマネージャー,2026-08-05,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/ec%E3%83%9E%E3%83%8D%E3%83%BC%E3%82%B8%E3%83%A3%E3%83%BC-at-kibidango-inc-4447370247,e-commerce medewerker
Kidde Global Solutions,kiddeglobalsolutions.com,geraden en bevestigd,Commercieel Medewerker Binnendienst,2026-09-17,Weert,2,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-kidde-global-solutions-4429855462,orderverwerking medewerker
Klap verzekeringsmakelaar,klap.com,geraden en bevestigd,Verzekeringsadviseur,2026-09-08,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/verzekeringsadviseur-at-klap-insurance-brokers-4462299442,klantadviseur
KLG Europe,klgeurope.com,geraden en bevestigd,Key Account Representative,2026-09-18,Venlo,1,nee,https://nl.linkedin.com/jobs/view/key-account-representative-at-klg-europe-4469147865,klantadviseur
Knivesandtools,knivesandtools.nl,geraden en bevestigd,Klantenservice medewerker e-commerce Apeldoorn (32-40 uur),2026-07-17,Apeldoorn,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-e-commerce-apeldoorn-32-40-uur-at-knivesandtools-4441984192,klantenservice medewerker
KONE,kone.nl,geraden en bevestigd,Accountmanager Moderniseringen,2026-09-10,Apeldoorn,5,nee,https://nl.linkedin.com/jobs/view/accountmanager-moderniseringen-at-kone-4437796368,klantadviseur
Kwantum,kwantum.nl,geraden en bevestigd,Meewerkstage E-commerce bij Kwantum,2026-09-15,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/meewerkstage-e-commerce-bij-kwantum-at-kwantum-4466951786,webshop medewerker
La Souris,lasouris.com,geraden en bevestigd,Customer Succes Medewerker,2026-06-01,Doetinchem,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-medewerker-at-la-souris-4421659410,customer happiness
Ledhandel24.nl,ledhandel24.nl,geraden en bevestigd,Klantenservice medewerker (24 uur),2026-08-05,Ter Apel,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-24-uur-at-ledhandel24-nl-4449477460,support medewerker webshop
Leen Bakker,leenbakker.nl,geraden en bevestigd,E commerce Specialist - Merchandising &amp; Content,2026-08-18,Geertruidenberg,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-merchandising-content-at-leen-bakker-4454170846,webcare medewerker
Lekkerland Nederland B.V.,lekkerland.nl,geraden en bevestigd,Webanalist,2026-09-18,Son en Breugel,1,nee,https://nl.linkedin.com/jobs/view/webanalist-at-lekkerland-nederland-b-v-4469128135,webcare medewerker
LG Electronics Benelux - Life's Good,lgelectronics.nl,geraden en bevestigd,Medewerker Salesondersteuning,2026-08-26,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-salesondersteuning-at-lg-electronics-benelux-4457265943,orderverwerking medewerker
LifeGoods Group,lifegoods.nl,geraden en bevestigd,Marketplace Manager Bol,2026-09-08,Almere,1,nee,https://nl.linkedin.com/jobs/view/marketplace-manager-bol-at-lifegoods-group-4464466402,e-commerce medewerker
Little Dutch,little-dutch.com,geraden en bevestigd,Digitaal ontwerper,2026-09-08,Berkel en Rodenrijs,1,nee,https://nl.linkedin.com/jobs/view/digitaal-ontwerper-at-little-dutch-4463258174,support medewerker webshop
Longchamp,longchamp.com,geraden en bevestigd,Sales Advisor,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/sales-advisor-at-longchamp-4462784881,klantadviseur
Lucid Motors,lucidmotors.com:443,geraden en bevestigd,Customer Care Representative – German Speaking,2026-07-13,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-%E2%80%93-german-speaking-at-lucid-motors-4439415412,klantenservice medewerker
Lucid Software,lucid-software.com,geraden en bevestigd,"EMEA Customer Success Manager, Nordic Speaker",2026-09-14,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-nordic-speaker-at-lucid-software-4467251933,customer happiness
LUMZ,lumz.nl,geraden en bevestigd,Commercieel medewerker binnendienst,2026-07-10,IJsselstein,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-lumz-4439023555,orderverwerking medewerker
Maas-De Koning,maasdekoning.nl,geraden en bevestigd,Medewerker KCC – Telefonie,2026-09-14,Moordrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-kcc-%E2%80%93-telefonie-at-maas-de-koning-4467091310,klantenservice medewerker
MADA Connect,madaconnect.nl,geraden en bevestigd,Medewerker verkoopondersteuning,2026-09-10,Voorhout,1,nee,https://nl.linkedin.com/jobs/view/medewerker-verkoopondersteuning-at-mada-connect-4465805056,orderverwerking medewerker
Magnet.me,magnet.me,geraden en bevestigd,Customer Success Manager,2026-09-08,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-magnet-me-4464481159,customer happiness
Maiburg,maiburg.nl,geraden en bevestigd,Online Performance Marketeer,2026-08-26,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/online-performance-marketeer-at-maiburg-4459308136,e-commerce medewerker
MANN+HUMMEL,mann-hummel.com,geraden en bevestigd,S&amp;M IAM Customer Service,2026-06-23,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/s-m-iam-customer-service-at-mann%2Bhummel-4430433324,klantenservice medewerker
Marente,marente.nl,geraden en bevestigd,Helpende (plus) + verzorgende IG flexpool in Sassenheim,2026-06-26,Sassenheim,1,nee,https://nl.linkedin.com/jobs/view/helpende-plus-%2B-verzorgende-ig-flexpool-in-sassenheim-at-marente-4433894426,webcare medewerker
Marie-Stella-Maris (B Corp),mariestellamaris.nl,geraden en bevestigd,E-commerce Specialist,2026-09-09,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-marie-stella-maris-b-corp-4465099318,webcare medewerker
Matt Sleeps,mattsleeps.com,geraden en bevestigd,Senior Customer Support Agent,2026-07-23,Amsterdam,2,ja,https://nl.linkedin.com/jobs/view/senior-customer-support-agent-at-matt-sleeps-4444459103,e-commerce medewerker
MCI,mci.com,geraden en bevestigd,Remote Customer Service Agent,2025-10-31,Middelburg,5,nee,https://nl.linkedin.com/jobs/view/remote-customer-service-agent-at-mci-4331761143,klantenservice medewerker
MediaMarkt Benelux,mediamarkt.nl,geraden en bevestigd,Customer Care Specialist Marketplace,2026-09-17,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-marketplace-at-mediamarkt-benelux-4448057233,klantenservice medewerker
MediaMarkt Nederland,mediamarkt.nl,geraden en bevestigd,Winkelmedewerker Kassa &amp; Service Zoetermeer,2026-09-14,Zoetermeer,12,nee,https://nl.linkedin.com/jobs/view/winkelmedewerker-kassa-service-zoetermeer-at-mediamarkt-nederland-4465229706,webshop medewerker
Medipoint,medipoint.nl,geraden en bevestigd,Productiemedewerker reiniging,2026-06-12,Helmond,1,nee,https://nl.linkedin.com/jobs/view/productiemedewerker-reiniging-at-medipoint-4427942440,webcare medewerker
Medtronic,medtronic.com,geraden en bevestigd,Customer Care Representative – Service &amp; Repair - English Speaker,2026-09-09,Heerlen,4,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-%E2%80%93-service-repair-english-speaker-at-medtronic-4464665528,klantenservice medewerker
Meltwater,meltwater.com,geraden en bevestigd,Customer Success Manager,2026-09-01,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-meltwater-4460672135,customer happiness
Mendix,mendix.com,geraden en bevestigd,Junior Front-end Developer,2026-09-16,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/junior-front-end-developer-at-mendix-4456943543,webcare medewerker
Mercantum Medical Care / Westender Pharmaceuticals,mercantummedical.com,geraden en bevestigd,Sales Support and Logistics Specialist,2026-08-27,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/sales-support-and-logistics-specialist-at-mercantum-medical-care-westender-pharmaceuticals-4459682904,orderverwerking medewerker
Mercell,info.mercell.com,geraden en bevestigd,Join our Customer Service teams!,2026-07-04,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/join-our-customer-service-teams%21-at-mercell-4435706727,klantenservice medewerker
Merz Therapeutics,merztherapeutics.com,geraden en bevestigd,Junior Brand &amp; Digital Manager,2026-09-04,Terheijden,1,nee,https://nl.linkedin.com/jobs/view/junior-brand-digital-manager-at-merz-therapeutics-4440753053,webcare medewerker
Miele Nederland,miele.com,geraden en bevestigd,Sales Advisor / Sales Adviseur,2026-08-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/sales-advisor-sales-adviseur-at-miele-nederland-4456657123,klantadviseur
Mijndomein,mijndomein.nl,geraden en bevestigd,Customer Success Specialist,2026-08-31,Almere,1,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-at-mijndomein-4461083661,webcare medewerker
Mila Health,milahealth.com,geraden en bevestigd,Customer success lead,2026-07-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-lead-at-mila-health-4441009278,customer happiness
Mindray,mindray.com,geraden en bevestigd,"Order Processor, Northwest EU",2026-09-17,Hoevelaken,1,nee,https://nl.linkedin.com/jobs/view/order-processor-northwest-eu-at-mindray-4468372991,orderverwerking medewerker
MK Digital,mk-digital.com,geraden en bevestigd,Commercieel Medewerker Binnendienst,2026-09-17,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-mk-digital-4466631254,orderverwerking medewerker
Modexpress,modexpress.com,geraden en bevestigd,Assistant Team Leader in Training (40 hours),2026-08-05,Helmond,1,nee,https://nl.linkedin.com/jobs/view/assistant-team-leader-in-training-40-hours-at-modexpress-4449427325,e-commerce medewerker
Mollie,mollie.com,geraden en bevestigd,Customer Success Manager - Benelux,2026-09-21,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-at-mollie-4469895606,customer happiness
Moma Beauty,momabeauty.nl,geraden en bevestigd,WEBSHOPMANAGER – DERMAROLLING,2026-08-26,Groenlo,1,nee,https://nl.linkedin.com/jobs/view/webshopmanager-%E2%80%93-dermarolling-at-moma-beauty-4457292097,webshop medewerker
Momo Medical,momomedical.nl,geraden en bevestigd,Customer Support Specialist,2026-09-11,Delft,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-momo-medical-4464862454,klantenservice medewerker
Mondi Group,mondi.nl,geraden en bevestigd,Orderbegeleider,2026-09-12,Breda,1,nee,https://nl.linkedin.com/jobs/view/orderbegeleider-at-mondi-group-4456286153,orderverwerking medewerker
Monta,gomonta.com,geraden en bevestigd,Inside Sales Medewerker,2026-09-09,Breda,2,nee,https://nl.linkedin.com/jobs/view/inside-sales-medewerker-at-monta-4465019812,orderverwerking medewerker
Moolenaar,moolenaar.nl,geraden en bevestigd,Medewerker Verkoop Binnendienst,2026-09-10,Voorhout,2,nee,https://nl.linkedin.com/jobs/view/medewerker-verkoop-binnendienst-at-moolenaar-4465033387,orderverwerking medewerker
MoreCareClinics,morecareclinics.nl,geraden en bevestigd,SEO &amp; AI Search Marketeer,2026-09-10,Randstad,1,nee,https://nl.linkedin.com/jobs/view/seo-ai-search-marketeer-at-morecareclinics-4463875820,webcare medewerker
Morgan Stanley,morganstanley.com,geraden en bevestigd,Investment Management - EMEA Client Relationship Management - Vice President,2026-09-09,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/investment-management-emea-client-relationship-management-vice-president-at-morgan-stanley-4463832383,customer happiness
MostWare | Inspireren met IT,mostware.nl,geraden en bevestigd,IT Servicedesk Medewerker,2026-08-26,Leiden,1,nee,https://nl.linkedin.com/jobs/view/it-servicedesk-medewerker-at-mostware-4459179252,webcare medewerker
MoVea,movea.nl,geraden en bevestigd,Adviseur Zakelijke Garageverzekeringen,2026-09-09,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/adviseur-zakelijke-garageverzekeringen-at-movea-4464103485,klantadviseur
MPM International Oil Company B.V.,mpmoil.nl,geraden en bevestigd,Customer Service Representative,2026-08-31,Delft,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-mpm-international-oil-company-b-v-4461052787,klantenservice medewerker
MR MARVIS,forsale.dynadot.com,geraden en bevestigd,CRM Specialist,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/crm-specialist-at-mr-marvis-4468552827,e-commerce medewerker
MultiTankcard,mtc.nl,geraden en bevestigd,Customer Service Specialist,2026-06-18,Schiphol-Rijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-multitankcard-4439777523,klantenservice medewerker
MV Kantoor,mvkantoor.com,geraden en bevestigd,Medewerker Sales Support / Verkoop binnendienst,2026-09-14,Zeist,1,nee,https://nl.linkedin.com/jobs/view/medewerker-sales-support-verkoop-binnendienst-at-mv-kantoor-4467064418,orderverwerking medewerker
My Jewellery,my-jewellery.com,geraden en bevestigd,Verkoopmedewerker Bijenkorf Eindhoven,2026-09-22,Eindhoven,3,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-bijenkorf-eindhoven-at-my-jewellery-4470253492,webshop medewerker
myTomorrows,mytomorrows.com,geraden en bevestigd,Full Stack Engineer,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/full-stack-engineer-at-mytomorrows-4469909379,webcare medewerker
NCR Voyix,ncrvoyix.com,geraden en bevestigd,Customer Success Manager - Amsterdam,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-amsterdam-at-ncr-voyix-4401623072,customer happiness
Nedap,nedap.com,geraden en bevestigd,Junior/Medior Full-Stack Ruby Developer .,2026-08-17,Groenlo,2,nee,https://nl.linkedin.com/jobs/view/junior-medior-full-stack-ruby-developer-at-nedap-4452413236,webcare medewerker
Netpoint group,netpoint.nl,geraden en bevestigd,(Ervaren) Web Developer - Waalwijk,2026-07-17,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/ervaren-web-developer-waalwijk-at-netpoint-group-4442179400,webcare medewerker
New Black,newblack.com,geraden en bevestigd,Support Engineer,2026-08-27,Almere,1,nee,https://nl.linkedin.com/jobs/view/support-engineer-at-new-black-4459684644,support medewerker webshop
Neways Electronics International NV,newayselectronics.com,geraden en bevestigd,Enterprise Planner Support,2026-07-02,Son,1,nee,https://nl.linkedin.com/jobs/view/enterprise-planner-support-at-neways-electronics-international-nv-4436330906,orderverwerking medewerker
Nieuwenhuijse Groep,nieuwenhuijse.nl,geraden en bevestigd,Medewerker Verkoopadministratie bij Nieuwenhuijse (M/V),2026-07-17,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/medewerker-verkoopadministratie-bij-nieuwenhuijse-m-v-at-nieuwenhuijse-bv-4441977615,orderverwerking medewerker
NieuweStroom,nieuwestroom.nl,geraden en bevestigd,Medewerker Customer Operations,2026-09-17,Maastricht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-operations-at-nieuwestroom-4468605295,klantenservice medewerker
Nilfisk,nilfisk-shop.nl,geraden en bevestigd,Customer Service Employee,2026-09-05,Almere,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-nilfisk-4463724526,klantenservice medewerker
NORNORM,nornorm.com,geraden en bevestigd,Customer Success Coordinator,2026-08-28,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-at-nornorm-4460356148,customer happiness
Notuly.,notuly.nl,geraden en bevestigd,Customer succes &amp; support medewerker,2026-08-26,Deventer,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-support-medewerker-at-notuly-4459189122,customer happiness
Nutanix,nutanix.com,geraden en bevestigd,"Senior Staff Customer Experience Manager, Dutch speaker",2026-09-09,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/senior-staff-customer-experience-manager-dutch-speaker-at-nutanix-4461295968,customer happiness
Octiva,octiva.tech,geraden en bevestigd,Head of Customer Success,2026-05-04,Breda,2,nee,https://nl.linkedin.com/jobs/view/head-of-customer-success-at-octiva-4420942347,customer happiness
Oerlemans Plastics,oerlemansplastics.nl,geraden en bevestigd,Commercieel Medewerker Binnendienst,2026-09-15,Giessen,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-oerlemans-plastics-4465915916,orderverwerking medewerker
OH Solutions,oh-solutions.nl,geraden en bevestigd,Customer Experience Specialist,2026-09-11,Almere,2,nee,https://nl.linkedin.com/jobs/view/customer-experience-specialist-at-oh-solutions-4440950989,customer happiness
Olsam.,olsam.com,geraden en bevestigd,Avenir Collective - Account Manager (Bol.com),2026-09-15,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/avenir-collective-account-manager-bol-com-at-olsam-4467781920,e-commerce medewerker
Olyslager,olyslager.nl,geraden en bevestigd,Customer Success Manager,2026-09-18,Bunschoten-Spakenburg,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-olyslager-4430926312,customer happiness
ON THAT ASS,onthatass.com,geraden en bevestigd,Junior Affiliate Marketeer,2026-09-15,Rosmalen,1,nee,https://nl.linkedin.com/jobs/view/junior-affiliate-marketeer-at-on-that-ass-4467499479,e-commerce medewerker
Online Payment Platform,onlinepaymentplatform.com,geraden en bevestigd,Customer Support Medewerker,2026-09-14,Delft,1,nee,https://nl.linkedin.com/jobs/view/customer-support-medewerker-at-online-payment-platform-4466106901,support medewerker webshop
Onlineverf.nl,onlineverf.nl,geraden en bevestigd,Medewerker klantenservice,2026-09-11,Hengelo,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-onlineverf-nl-4466058358,klantenservice medewerker
OPENRED,openred.nl,geraden en bevestigd,Customer Succes Lead,2026-08-13,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-lead-at-openred-4453604681,customer happiness
Operai,operai.eu,geraden en bevestigd,Marketplace Seller Account Manager (English),2026-07-12,Eindhoven Area,2,nee,https://nl.linkedin.com/jobs/view/marketplace-seller-account-manager-english-at-operai-4438950843,e-commerce medewerker
OrbusNeich Medical Company Ltd.,orbusneich.com,geraden en bevestigd,Customer Relations Coordinator,2026-09-22,Hoevelaken,1,nee,https://nl.linkedin.com/jobs/view/customer-relations-coordinator-at-orbusneich-medical-company-ltd-4470286316,customer happiness
Organic Assistance,organicassistance.com,geraden en bevestigd,Customer Service en Sales Assistant,2026-08-19,Barneveld,2,nee,https://nl.linkedin.com/jobs/view/customer-service-en-sales-assistant-at-organic-assistance-4455414024,orderverwerking medewerker
OT design BV,otdesign.com,geraden en bevestigd,Junior accountmanager,2026-09-10,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/junior-accountmanager-at-ot-design-bv-4465682951,e-commerce medewerker
Oxford Global Resources,oxfordglobal.com,geraden en bevestigd,"Klantenservice Medewerker - Frans, Nederlands, Engels",2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-frans-nederlands-engels-at-oxford-global-resources-4459792285,klantenservice medewerker
Palo Alto Networks,paloaltonetworks.com,geraden en bevestigd,Staff Customer Success Engineer,2026-09-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/staff-customer-success-engineer-at-palo-alto-networks-4466683134,customer happiness
Paul Roescher,paulroescher.nl,geraden en bevestigd,Orderverwerker,2026-08-05,Rijssen,2,nee,https://nl.linkedin.com/jobs/view/orderverwerker-at-paul-roescher-4449101200,orderverwerking medewerker
Pensify,pensify.com,geraden en bevestigd,Customer Success Manager,2026-09-10,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-pensify-4465684096,customer happiness
Permobil,permobil.com,geraden en bevestigd,Customer Support Representative,2026-09-06,Oisterwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-support-representative-at-permobil-4400388875,klantenservice medewerker
PGGM,pggm.nl,geraden en bevestigd,Klantcontact medewerker klantcontact BPF Schilders,2026-09-17,Zeist,1,nee,https://nl.linkedin.com/jobs/view/klantcontact-medewerker-klantcontact-bpf-schilders-at-pggm-4468602316,klantenservice medewerker
PharmaPartners,pharmapartners.nl,geraden en bevestigd,Customer Care Specialist,2026-09-19,Oosterhout,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-pharmapartners-4455856177,klantenservice medewerker
PinkRoccade Local Government,pinkroccadelocalgovernment.nl,geraden en bevestigd,Manager Customer Care Samenlevingszaken (lid MT),2026-09-21,s-Hertogenbosch Area,1,nee,https://nl.linkedin.com/jobs/view/manager-customer-care-samenlevingszaken-lid-mt-at-pinkroccade-local-government-4468750854,customer happiness
Platform Control,platformcontrol.com,geraden en bevestigd,Brand manager / Marketplace specialist | bol &amp; Amazon - Full Time,2026-09-17,Dordrecht,2,nee,https://nl.linkedin.com/jobs/view/brand-manager-marketplace-specialist-bol-amazon-full-time-at-platform-control-4468354731,e-commerce medewerker
Plieger,plieger.nl,geraden en bevestigd,IT Support Medewerker,2026-06-17,Zaltbommel,1,nee,https://nl.linkedin.com/jobs/view/it-support-medewerker-at-plieger-4426882717,webcare medewerker
Pluripharm Groep,pluripharm.com,geraden en bevestigd,Medewerker Customer Services,2026-09-13,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-services-at-pluripharm-groep-4439035928,klantenservice medewerker
Pluvo,pluvo.com,geraden en bevestigd,Customer Success Manager,2026-09-11,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-pluvo-4466060567,customer happiness
Pouw,pouw.nl,geraden en bevestigd,Service Adviseur Volkswagen,2026-09-04,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/service-adviseur-volkswagen-at-pouw-automotive-4463365255,klantadviseur
Prada,prada.com,geraden en bevestigd,"PRADA Client Advisor MRTW (m/f/d), De Bijenkorf",2026-09-18,Amsterdam,4,nee,https://nl.linkedin.com/jobs/view/prada-client-advisor-mrtw-m-f-d-de-bijenkorf-at-prada-4467886289,customer happiness
Print.com,print.com,geraden en bevestigd,After Sales Specialist - Klantrelatie &amp; Complaints,2026-09-10,Deventer,3,nee,https://nl.linkedin.com/jobs/view/after-sales-specialist-klantrelatie-complaints-at-print-com-4465607153,customer happiness
project44,project44.com,geraden en bevestigd,Customer Success Manager,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-project44-4465266062,customer happiness
Property Plan,propertyplan.com,geraden en bevestigd,Front-end Developer,2026-09-10,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-at-property-plan-4463437958,webcare medewerker
Proprli,proprli.com,geraden en bevestigd,Customer Support Professional at team Proprli (NL),2026-07-17,Heerde,1,nee,https://nl.linkedin.com/jobs/view/customer-support-professional%0Aat-team-proprli-nl-at-proprli-4441325540,customer happiness
Proxsys,proxsys.nl,geraden en bevestigd,Skilled Servicedesk Medewerker,2026-06-18,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/skilled-servicedesk-medewerker-at-proxsys-4439773635,webcare medewerker
PS Calamiteiten,pscalamiteiten.nl,geraden en bevestigd,Medewerker Calamiteiten,2026-06-03,Almere,1,nee,https://nl.linkedin.com/jobs/view/medewerker-calamiteiten-at-ps-calamiteiten-4422942508,webcare medewerker
PSI CRO,psi-cro.com,geraden en bevestigd,Site Management Associate,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/site-management-associate-at-psi-cro-4465542548,webcare medewerker
QLS,qls.com,geraden en bevestigd,Fashion Medewerker,2026-06-19,Dordrecht,1,nee,https://nl.linkedin.com/jobs/view/fashion-medewerker-at-qls-4412024459,orderverwerking medewerker
Quanterix,quanterix.com,geraden en bevestigd,Customer Care Specialist,2026-09-04,Nederland,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-quanterix-4463629859,orderverwerking medewerker
Quatt,quatt.io,geraden en bevestigd,Customer Success Manager - Installations,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-installations-at-quatt-4462418926,customer happiness
Quooker,quooker.nl,geraden en bevestigd,Information Technology Support Specialist,2026-09-16,Ridderkerk,2,nee,https://nl.linkedin.com/jobs/view/information-technology-support-specialist-at-quooker-4455729021,webcare medewerker
Redcare Pharmacy,redcarepharmacy.com,geraden en bevestigd,Magazijnmedewerker (m/v/x) Fulltime in Sevenum,2026-09-18,Sevenum,2,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-m-v-x-fulltime-in-sevenum-at-redcare-pharmacy-4466672636,webcare medewerker
RedCarpet®,redcarpet.com,geraden en bevestigd,Klantenservicemedewerker met ervaring,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-met-ervaring-at-redcarpet%C2%AE-4470290922,klantenservice medewerker
REMONDIS Nederland,remondis-shop.nl,geraden en bevestigd,Medewerker Weegbrug- en Order administratie – Veldhoven,2026-07-14,Veldhoven,1,nee,https://nl.linkedin.com/jobs/view/medewerker-weegbrug-en-order-administratie-%E2%80%93-veldhoven-at-remondis-nederland-4440541356,orderverwerking medewerker
