bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Sligro Food Group,sligrofood.com,geraden en bevestigd,Medewerker Customer Care,2026-09-22,Breda,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-care-at-sligro-food-group-4470293178,klantenservice medewerker
Smart Health,smarthealth.live,geraden en bevestigd,Online marketeer,2026-04-07,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-smart-health-4398376296,webcare medewerker
Smartwares Group,smartwares.eu,geraden en bevestigd,Customer Contact Specialist (E-commerce),2026-09-08,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/customer-contact-specialist-e-commerce-at-smartwares-group-4462505766,customer happiness
Smollan Netherlands,smollan.com,geraden en bevestigd,Customer Success Medewerker,2026-08-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-medewerker-at-smollan-netherlands-4447520039,customer happiness
Snelstart,snelstart.nl,geraden en bevestigd,Klantenservice Medewerker Amersfoort,2026-08-25,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-amersfoort-at-snelstart-4447533157,klantenservice medewerker
Solid Partners ICT Groep,solidpartners.nl,geraden en bevestigd,ServiceDesk Medewerker (IT Support Engineer),2026-07-23,Raalte,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-it-support-engineer-at-solid-partners-ict-groep-4441553368,webcare medewerker
Sonova Group,sonova.com,geraden en bevestigd,Customer Service employee,2026-09-18,Vianen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-sonova-group-4383396850,klantenservice medewerker
Spacewell,spacewell.com,geraden en bevestigd,Customer Success Manager,2026-04-30,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-spacewell-4408796947,customer happiness
Spectrum Equity,spectrumequity.com,geraden en bevestigd,"EMEA Customer Success Manager, Nordic Speaker",2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-nordic-speaker-at-spectrum-equity-4465563415,customer happiness
SPS Commerce,spscommerce.com,geraden en bevestigd,Customer Success Manager III,2026-09-03,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-iii-at-sps-commerce-4461695365,customer happiness
stichd,stichd.com,geraden en bevestigd,Customer Service Representative (Formula 1 &amp; Football),2026-09-17,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-formula-1-football-at-stichd-4468608843,klantenservice medewerker
STOX Energy Socks,stoxenergy.com,geraden en bevestigd,Customer Service Specialist,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-stox-energy-socks-4463382019,klantenservice medewerker
Studenten.net,studentennet.com,geraden en bevestigd,Zwolle productiemedewerker,2026-09-18,Zwolle,4,nee,https://nl.linkedin.com/jobs/view/zwolle-productiemedewerker-at-studenten-net-4469258568,webcare medewerker
Suitsupply,suitsupply.com,geraden en bevestigd,Customer Service Specialist,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-suitsupply-4326536412,klantenservice medewerker
SumUp,sumup.com,geraden en bevestigd,Customer Support Agent,2026-09-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-agent-at-sumup-4421965211,klantenservice medewerker
Sunny Cars,sunnycars.nl,geraden en bevestigd,Customer Service Expert (24-40 uur),2026-09-09,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/customer-service-expert-24-40-uur-at-sunny-cars-4465026977,klantenservice medewerker
Swiss Sense,swisssense.nl,geraden en bevestigd,Web Analist Digital Commerce,2026-09-14,Uden,1,nee,https://nl.linkedin.com/jobs/view/web-analist-digital-commerce-at-swiss-sense-4467094489,webcare medewerker
Tangent,tangent.com,geraden en bevestigd,Entry level Customer Success Manager (€30-€60k salary + commission),2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/entry-level-customer-success-manager-%E2%82%AC30-%E2%82%AC60k-salary-%2B-commission-at-tangent-4463361874,customer happiness
Tarkett,tarkett.nl,geraden en bevestigd,Customer Service Representative,2026-06-26,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-tarkett-4431709604,klantenservice medewerker
Tech Rise,techrise.nl,geraden en bevestigd,Head of Customer Success,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/head-of-customer-success-at-tech-rise-4456583876,customer happiness
Technische Unie,technischeunie.nl,geraden en bevestigd,Customer Service Medewerker,2026-09-17,Zwolle,6,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-technische-unie-4466956665,klantenservice medewerker
Tellent,tellent.com,geraden en bevestigd,Digital Customer Success Manager - Benelux,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/digital-customer-success-manager-benelux-at-tellent-4467383612,customer happiness
Termeer Groep,mooiedomeinnaam.nl,geraden en bevestigd,Webshopmedewerker (maandag),2026-09-16,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/webshopmedewerker-maandag-at-termeer-groep-4371879320,webcare medewerker
The Dare Company,thedarecompany.com,geraden en bevestigd,Vacature Front end developer,2026-07-10,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/vacature-front-end-developer-at-the-dare-company-4449069211,webcare medewerker
Tibber,tibber.com:443,geraden en bevestigd,Customer Support Specialist,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-tibber-4414816920,klantenservice medewerker
TOPdesk,topdesk.com,geraden en bevestigd,Customer Succes Manager (NL),2026-09-14,Delft,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-nl-at-topdesk-4465762335,customer happiness
Treatwell,treatwell.nl,geraden en bevestigd,Customer Success Manager NL,2026-09-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-nl-at-treatwell-4469133608,webcare medewerker
Triodos Bank,triodos.nl,geraden en bevestigd,Head of Customer Services TBNL,2026-09-02,Driebergen-Rijsenburg,1,nee,https://nl.linkedin.com/jobs/view/head-of-customer-services-tbnl-at-triodos-bank-4462440160,customer happiness
Troostwijk Auctions,troostwijkauctions.com,geraden en bevestigd,Klantenservice medewerker,2026-09-02,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-troostwijk-auctions-4457342326,klantenservice medewerker
Trusted Shops,trustedshops.nl,geraden en bevestigd,Customer Success Manager Benelux (f/m/d),2026-09-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-f-m-d-at-trusted-shops-4461893682,customer happiness
Trustoo.nl,trustoo.nl,geraden en bevestigd,Customer Success Manager,2026-09-03,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-trustoo-nl-4460735308,customer happiness
Twentyseven,hoteltwentyseven.com,geraden en bevestigd,Open sollicitatie - Twentyseven,2024-11-26,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-twentyseven-at-twentyseven-4085642446,webcare medewerker
Ultimesh,ultimesh.nl,geraden en bevestigd,E-commerce Medewerker,2026-09-11,Hellevoetsluis,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-medewerker-at-ultimesh-4466068170,webcare medewerker
UMC Utrecht,umcutrecht.nl,geraden en bevestigd,Medewerker schoonmaak &amp; services,2026-04-14,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-schoonmaak-services-at-umc-utrecht-4392436330,webcare medewerker
Valicare,valicare.nl,geraden en bevestigd,PHP Developer,2026-08-01,Den Haag,2,nee,https://nl.linkedin.com/jobs/view/php-developer-at-valicare-4445558465,webcare medewerker
VAMAT,vamat.nl,geraden en bevestigd,Medewerker Customer Service,2026-09-08,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-at-vamat-4464449514,klantenservice medewerker
Van den Bosch,vandenbosch.nl,geraden en bevestigd,Klantenservicemedewerker,2026-09-03,Erp,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-van-den-bosch-4462788081,klantenservice medewerker
Van der Hoeven Kliniek,hoevenkliniek.nl,geraden en bevestigd,Medewerker beveiliging en receptie,2026-09-16,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-beveiliging-en-receptie-at-van-der-hoeven-kliniek-4459146998,webcare medewerker
Van der Knaap,vanderknaap.nl,geraden en bevestigd,"Medewerker marketing, communicatie en events",2026-09-14,Kwintsheul,1,nee,https://nl.linkedin.com/jobs/view/medewerker-marketing-communicatie-en-events-at-van-der-knaap-4467073432,webcare medewerker
Van Gooi,vangooi.com,geraden en bevestigd,Front-end Developer (Energy Systems),2026-08-18,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-energy-systems-at-van-gooi-4452846493,webcare medewerker
Van Mossel Automotive Group,vanmossel.nl,geraden en bevestigd,Medewerker Klantenservice,2026-08-11,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-van-mossel-automotive-group-4455292954,klantenservice medewerker
Van Nieuwpoort Groep,vannieuwpoort.com,geraden en bevestigd,Medewerker marketingcommunicatie,2026-09-04,Gouda,1,nee,https://nl.linkedin.com/jobs/view/medewerker-marketingcommunicatie-at-van-nieuwpoort-groep-4461171249,webcare medewerker
Vandebron,vandebron.nl,geraden en bevestigd,Customer Service Medewerker,2026-05-28,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-vandebron-4431658020,klantenservice medewerker
VAST.,vast.nl,geraden en bevestigd,E‑commerce Specialist,2026-07-14,'s-Heerenberg,1,nee,https://nl.linkedin.com/jobs/view/e%E2%80%91commerce-specialist-at-vast-4440568385,webcare medewerker
Vecht en IJssel,vechtenijssel.nl,geraden en bevestigd,Open sollicitatie,2025-03-26,IJsselstein,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-at-vecht-en-ijssel-4190977851,webcare medewerker
VELUX,velux.nl,geraden en bevestigd,Customer Service Professional met technische affiniteit,2026-09-09,De Meern,3,nee,https://nl.linkedin.com/jobs/view/customer-service-professional-met-technische-affiniteit-at-velux-4465054190,klantenservice medewerker
Verathon,verathon.com,geraden en bevestigd,Customer Service Specialist,2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-verathon-4460070748,klantenservice medewerker
Verisure,verisure.nl,geraden en bevestigd,Klantenservice medewerker Inbound,2026-09-17,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-inbound-at-verisure-4466254242,klantenservice medewerker
Vermaat,linkedin.com,geraden en bevestigd,Horecamedewerker Antoni van Leeuwenhoek,2026-08-26,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/horecamedewerker-antoni-van-leeuwenhoek-at-vermaat-4461442279,webcare medewerker
versAlert B.V.,versalert.nl,geraden en bevestigd,Klantsupport medewerker,2026-09-10,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/klantsupport-medewerker-at-versalert-b-v-4463455293,klantenservice medewerker
Verzuimdata,verzuimdata.nl,geraden en bevestigd,Medewerker Service &amp; Support,2026-09-14,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/medewerker-service-support-at-verzuimdata-b-v-4440557380,webcare medewerker
Veynex Embedded Software,veynex.com,geraden en bevestigd,ICT Support Medewerker,2026-07-03,Maastricht,3,nee,https://nl.linkedin.com/jobs/view/ict-support-medewerker-at-veynex-embedded-software-4446509258,webcare medewerker
Viamanta,viamanta.com,geraden en bevestigd,Partner Success Specialist (m/f/x),2026-06-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-specialist-m-f-x-at-viamanta-4423923357,customer happiness
ViewSonic,viewsonic.com,geraden en bevestigd,Customer Success Coordinator German,2026-09-04,Weesp,1,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-german-at-viewsonic-4461974451,customer happiness
Viking Europe,viking-europe.com,geraden en bevestigd,Local Commercial Web Manager NLD,2026-09-16,Venlo,1,nee,https://nl.linkedin.com/jobs/view/local-commercial-web-manager-nld-at-viking-europe-4468262157,webcare medewerker
Viking Nederland,viking.nl,geraden en bevestigd,Local Commercial Web Manager NLD,2026-09-16,Venlo,1,nee,https://nl.linkedin.com/jobs/view/local-commercial-web-manager-nld-at-viking-nederland-4468261625,webcare medewerker
VIKTOR,viktor.com,geraden en bevestigd,Customer Success Manager,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-viktor-4467494832,customer happiness
Vintage.com,vintage.com,geraden en bevestigd,French Customer Experience Agent,2026-09-15,Duiven,3,nee,https://nl.linkedin.com/jobs/view/french-customer-experience-agent-at-vintage-com-4464134036,klantenservice medewerker
VIPS PMS,vipspms.com,geraden en bevestigd,Customer Success &amp; Accountmanager VIPS PMS,2026-08-27,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/customer-success-accountmanager-vips-pms-at-vips-pms-4458962293,customer happiness
Virtual Assistant Team,virtualassistantteam.com.au,geraden en bevestigd,Digital Marketer with Click Funnels,2025-04-03,Est,1,nee,https://nl.linkedin.com/jobs/view/digital-marketer-with-click-funnels-at-virtual-assistant-team-4197787540,webcare medewerker
Voetencentrum Wender,voetencentrumnoordwijk.nl,geraden en bevestigd,Medewerker Servicedesk,2026-09-09,Hengelo,1,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-at-voetencentrum-wender-4465058771,webcare medewerker
VolkerWessels Infra Digital,volkerwessels.com,geraden en bevestigd,Servicedeskmedewerker,2026-07-08,Vianen,1,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-at-volkerwessels-infra-digital-4437066756,webcare medewerker
Vondel Hotels,vondelhotels.com,geraden en bevestigd,Medewerker Bediening,2026-06-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-at-vondel-hotels-4423376761,webcare medewerker
Voordeeluitjes,voordeeluitjes.nl,geraden en bevestigd,Klantenservicemedewerker Voordeeluitjes.nl,2026-07-21,Deventer,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-voordeeluitjes-nl-at-voordeeluitjes-nl-4442996961,klantenservice medewerker
Vulpes Goods,vulpesgoods.com,geraden en bevestigd,Customer Experience Specialist,2026-08-25,Bunnik,1,ja,https://nl.linkedin.com/jobs/view/customer-experience-specialist-at-vulpes-goods-4458599796,customer happiness
Waldom,waldom.com,geraden en bevestigd,Customer Experience Specialist - German Speaking,2026-09-21,Amsterdam Area,2,nee,https://nl.linkedin.com/jobs/view/customer-experience-specialist-german-speaking-at-waldom-4467556585,customer happiness
Webgrade,webgrade.nl,geraden en bevestigd,WordPress Developer,2026-08-12,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/wordpress-developer-at-webgrade-4450196396,webcare medewerker
Webstijl B.V.,webstijl.nl,geraden en bevestigd,Traineeship/junior medewerker online marketing bij Webstijl,2026-07-03,Alphen aan den Rijn,1,nee,https://nl.linkedin.com/jobs/view/traineeship-junior-medewerker-online-marketing-bij-webstijl-at-webstijl-b-v-4436904592,webcare medewerker
Weeztix,weeztix.com,geraden en bevestigd,Customer Succes Manager Cashless,2026-08-19,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-cashless-at-weeztix-4456157968,customer happiness
Weight Doctors,weight-doctors.nl,geraden en bevestigd,Patiënten Coördinator / Receptioniste / Medisch Assistent(e),2026-09-18,Waalre,1,nee,https://nl.linkedin.com/jobs/view/pati%C3%ABnten-co%C3%B6rdinator-receptioniste-medisch-assistent-e-at-weight-doctors-4466633992,webcare medewerker
Werken in Gelderland,werkeningelderland.nl,geraden en bevestigd,Web- en contentspecialist,2026-09-17,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/web-en-contentspecialist-at-werken-in-gelderland-4467543315,webcare medewerker
WestCord Hotels,westcordhotels.nl,geraden en bevestigd,Medewerker Bediening Fulltime,2026-09-14,Groningen,6,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-fulltime-at-westcord-hotels-4464799747,webcare medewerker
Whitevision,whitevision.com,geraden en bevestigd,"Service Medewerker, €3.000 - €3.500 | Rotterdam/Zoetermeer",2026-08-06,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/service-medewerker-%E2%82%AC3-000-%E2%82%AC3-500-rotterdam-zoetermeer-at-whitevision-4448820634,webcare medewerker
Workiva,workiva.com,geraden en bevestigd,Customer Success Manager - German Speaking,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-german-speaking-at-workiva-4465763814,customer happiness
WorkplaceBuddy,workplacebuddy.com,geraden en bevestigd,Customer Success Manager (Dutch speaking),2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaking-at-workplacebuddy-4469867784,customer happiness
WP Masters,wpmasters.nl,geraden en bevestigd,SEO Specialist (junior),2026-08-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-junior-at-wp-masters-4448906732,webcare medewerker
WP SEO AI,wpseoai.com,geraden en bevestigd,Wordpress Developer (German/Dutch Speaking),2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/wordpress-developer-german-dutch-speaking-at-wp-seo-ai-4461201969,webcare medewerker
You Sure,yousure.nl,geraden en bevestigd,Customer Support Medewerker,2026-09-20,Hoofddorp,2,nee,https://nl.linkedin.com/jobs/view/customer-support-medewerker-at-you-sure-4372512433,klantenservice medewerker
Zelesta,zelesta.nl,geraden en bevestigd,E-commerce Specialist,2026-09-21,Soesterberg,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-zelesta-4469874193,webcare medewerker
Zimmer Biomet,zimmerbiomet.com,geraden en bevestigd,Customer Experience - Local Strategic Partner,2026-09-10,Breda,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-local-strategic-partner-at-zimmer-biomet-4454995782,customer happiness
Zitmaxx Wonen,zitmaxx.nl,geraden en bevestigd,Medewerker Productcontent en Prijsbeheer,2026-08-20,Ter Aar,2,nee,https://nl.linkedin.com/jobs/view/medewerker-productcontent-en-prijsbeheer-at-zitmaxx-wonen-4457013131,webcare medewerker
Zonneplan,zonneplan.nl,geraden en bevestigd,Customer Support Specialist,2026-09-15,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-zonneplan-4324809529,klantenservice medewerker
Zorg en Zekerheid,zorgenzekerheid.nl,geraden en bevestigd,Senior (Lead) Front-end Developer,2026-08-31,Leiden,1,nee,https://nl.linkedin.com/jobs/view/senior-lead-front-end-developer-at-zorg-en-zekerheid-4460030095,webcare medewerker
Zorg+Welzijn,zorgwelzijn.nl,geraden en bevestigd,Huiskamer medewerker | PG,2026-07-24,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/huiskamer-medewerker-pg-at-zorg%2Bwelzijn-4444975815,webcare medewerker
ZwolleDoet!,zwolledoet.nl,geraden en bevestigd,Webredacteur voor IVN Zwolle,2026-09-13,Zwolle,1,nee,https://nl.linkedin.com/jobs/view/webredacteur-voor-ivn-zwolle-at-zwolledoet%21-4466765993,webcare medewerker
A.P. Moller - Maersk,,domein niet gevonden,Service Delivery Manager,2026-09-10,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/service-delivery-manager-at-a-p-moller-maersk-4465629892,customer happiness
Aareon NL,,domein niet gevonden,Klantencoach,2026-08-31,Oosterhout,1,nee,https://nl.linkedin.com/jobs/view/klantencoach-at-aareon-nl-4461233108,customer happiness
Allianz Trade in Nederland,,domein niet gevonden,CUSTOMER LINE OFFICER,2026-09-17,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-line-officer-at-allianz-trade-in-the-netherlands-4468675649,klantenservice medewerker
Amazon,,domein niet gevonden,"Selling Partner Support Associate — Korean Speaker, Selling Partner Support",2026-09-18,Middelburg,1,nee,https://nl.linkedin.com/jobs/view/selling-partner-support-associate-%E2%80%94-korean-speaker-selling-partner-support-at-amazon-4469141601,customer happiness
Aquaculture Stewardship Council (ASC),,domein niet gevonden,Traceability Coordinator,2026-08-27,Nederland,1,nee,https://nl.linkedin.com/jobs/view/traceability-coordinator-at-aquaculture-stewardship-council-asc-4458652020,webcare medewerker
Arlon Graphics,,domein niet gevonden,Customer Support Specialist EMEA,2026-09-03,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-emea-at-arlon-graphics-4461654441,klantenservice medewerker
Ashby,,domein niet gevonden,Mid-Market Customer Success Manager - EMEA,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/mid-market-customer-success-manager-emea-at-ashby-4468016415,customer happiness
AVH Outdoor Tuinmeubelen,,domein niet gevonden,Fulltime klantenservice medewerker,2026-02-24,Numansdorp,1,nee,https://nl.linkedin.com/jobs/view/fulltime-klantenservice-medewerker-at-avh-outdoor-tuinmeubelen-4377141843,klantenservice medewerker
Axians NL | Data Analytics,,domein niet gevonden,Customer Care Specialist,2026-08-20,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-axians-data-ai-4453869579,klantenservice medewerker
Barista-Essentials,,domein niet gevonden,Klantenservice manager I Chef blije thuisbarista's,2026-08-07,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-manager-i-chef-blije-thuisbarista-s-at-barista-essentials-4450737905,customer happiness
BCS HR Software,,domein niet gevonden,Customer Success Manager,2026-07-29,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-bcs-hr-software-4446743358,customer happiness
Boels Rental,,domein niet gevonden,Manager Customer Service,2026-09-08,Sittard,1,nee,https://nl.linkedin.com/jobs/view/manager-customer-service-at-boels-rental-4464469303,customer happiness
Booston.io,,domein niet gevonden,Cleanroom Medewerker 2-ploegen (Bergeijk) | NL or ENG,2026-09-21,Bergeyk,1,nee,https://nl.linkedin.com/jobs/view/cleanroom-medewerker-2-ploegen-bergeijk-nl-or-eng-at-booston-io-4468736436,webcare medewerker
Brink's Solutions Nederland,,domein niet gevonden,Customer Success Agent (32-40 uur),2026-09-08,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/customer-success-agent-32-40-uur-at-brink-s-solutions-nederland-4462295963,customer happiness
Cartier,,domein niet gevonden,Client Advisor - Greek and Italian,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-greek-and-italian-at-cartier-4449738381,customer happiness
Catawiki,,domein niet gevonden,Frontend Engineer,2026-09-21,Randstad,1,nee,https://nl.linkedin.com/jobs/view/frontend-engineer-at-catawiki-4467372028,webcare medewerker
Cato Networks,,domein niet gevonden,Customer Success Manager,2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-cato-networks-4440136307,customer happiness
Cold Care Group,,domein niet gevonden,Office &amp; Marketing Medewerker,2026-08-13,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/office-marketing-medewerker-at-cold-care-group-4454012970,webcare medewerker
Colliers,,domein niet gevonden,Customer Support Specialist,2026-09-08,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-colliers-4464492902,klantenservice medewerker
Copaco,,domein niet gevonden,Junior Customer Success Medewerker,2026-09-16,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/junior-customer-success-medewerker-at-copaco-4465979845,customer happiness
Daifuku Airport Netherlands,,domein niet gevonden,Medewerker IT Servicedesk,2026-08-04,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/medewerker-it-servicedesk-at-daifuku-airport-netherlands-4449010191,webcare medewerker
Dalux,,domein niet gevonden,Customer Success Manager - Rotterdam,2026-09-08,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-rotterdam-at-dalux-4437181382,customer happiness
Dawn Foods Global,,domein niet gevonden,Customer Service Employee,2026-09-08,Vlaardingen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-dawn-foods-global-4462503620,klantenservice medewerker
De Mandemakers Groep,,domein niet gevonden,Technisch web analist,2026-09-11,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/technisch-web-analist-at-de-mandemakers-groep-4466320062,webcare medewerker
DeepHealth,,domein niet gevonden,Technical Support Engineer,2026-06-01,Nederland,1,nee,https://nl.linkedin.com/jobs/view/technical-support-engineer-at-deephealth-4421858266,webcare medewerker
Dimplex Consumer Products,,domein niet gevonden,Customer Experience Representative,2026-09-14,Heerenveen,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-representative-at-dimplex-consumer-products-4467074522,klantenservice medewerker
Dirk van den Broek,,domein niet gevonden,Medewerker Klantenservice en Servicedesk,2026-09-17,Alphen aan den Rijn,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-en-servicedesk-at-dirk-van-den-broek-4467506639,klantenservice medewerker
DotControl,,domein niet gevonden,Medior Front-End Developer,2025-03-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/medior-front-end-developer-at-dotcontrol-4184477436,webcare medewerker
Dripps.ai,,domein niet gevonden,Customer Success Manager,2026-07-21,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-dripps-ai-4442680636,customer happiness
dsm-firmenich,,domein niet gevonden,"Lead Expert, Regional Customer Experience, ISOL",2026-09-17,Delft,1,nee,https://nl.linkedin.com/jobs/view/lead-expert-regional-customer-experience-isol-at-dsm-firmenich-4466262477,customer happiness
DSV - Global Transport and Logistics,,domein niet gevonden,Customer Service Representative,2026-09-21,Venlo,3,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-dsv-global-transport-and-logistics-4459798043,klantenservice medewerker
efficy CRM,,domein niet gevonden,Customer Care Officer (Dutch speaker),2026-09-10,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-dutch-speaker-at-efficy-crm-4463431909,klantenservice medewerker
efficy Group,,domein niet gevonden,Customer Care Officer (Dutch speaker),2026-09-07,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-dutch-speaker-at-efficy-group-4452436527,klantenservice medewerker
Efulfilment Europe,,domein niet gevonden,Customer Success Medewerker,2026-05-08,Almere,1,nee,https://nl.linkedin.com/jobs/view/customer-success-medewerker-at-efulfilment-europe-4412127084,customer happiness
Ekco,,domein niet gevonden,Support Engineer,2026-07-24,Veenendaal,1,nee,https://nl.linkedin.com/jobs/view/support-engineer-at-ekco-4454901763,webcare medewerker
Everflow - Partner Marketing Platform,,domein niet gevonden,"Customer Success Manager, Support - EU",2026-09-09,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-support-eu-at-everflow-partner-marketing-platform-4465016580,customer happiness
Fleetport.nl,,domein niet gevonden,Klantenservice medewerker (Pooldesk),2026-07-30,Bleiswijk,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-pooldesk-at-fleetport-nl-4446464750,klantenservice medewerker
FOOX Bergsma Franeker BV,,domein niet gevonden,Binnendienst Medewerker Webshop Foods &amp; Goods - (fulltime),2026-09-17,Franeker,1,nee,https://nl.linkedin.com/jobs/view/binnendienst-medewerker-webshop-foods-goods-fulltime-at-foox-bergsma-franeker-bv-4468637112,webcare medewerker
Fortifi Food Processing Solutions,,domein niet gevonden,Customer Service Representative,2026-09-18,Huizen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-fortifi-food-processing-solutions-4466224666,klantenservice medewerker
GAC Motor Europe,,domein niet gevonden,Digital Marketing &amp; Social Media Specialist,2026-08-20,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/digital-marketing-social-media-specialist-at-gac-motor-europe-4455474595,webcare medewerker
