bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Schuit Totaal Wonen,schuittotaalwonen.nl,geraden en bevestigd,Backofficemedewerker,,2026-09-22,Putten,1,nee,https://nl.linkedin.com/jobs/view/backofficemedewerker-at-schuit-totaal-wonen-1708382084,orderverwerking medewerker
Schuitemaker,schuitemaker.nl,geraden en bevestigd,Stage/afstuderen: E-commerce &amp; Digital Commerce (MBO/HBO),,2026-08-11,Rijssen,1,nee,https://nl.linkedin.com/jobs/view/stage-afstuderen-e-commerce-digital-commerce-mbo-hbo-at-schuitemaker-4452106308,webshop medewerker
Schuurman Groothandel in Elektrotechniek,schuurman.nl,geraden en bevestigd,Commercieel medewerker,,2026-08-28,Raamsdonksveer,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-schuurman-groothandel-in-elektrotechniek-4458947514,orderverwerking medewerker
Sea Fresh B.V.,seafresh.nl,geraden en bevestigd,Orderpicker,,2026-03-31,Urk,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-at-sea-fresh-b-v-4395867834,logistiek medewerker webshop
SEA-invest,sea-invest.com,geraden en bevestigd,Customer Service Medewerker,ja,2026-09-14,"Gent, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-medewerker-at-sea-invest-4465750755,klantenservice medewerker
SECRID,secrid.com,geraden en bevestigd,Logistiek Allrounder,,2026-09-16,Randstad,2,nee,https://nl.linkedin.com/jobs/view/logistiek-allrounder-at-secrid-4468218180,orderverwerking medewerker
Secure Design Webdevelopment,securedesign.nl,geraden en bevestigd,"Vacature front-end developer (mbo / hbo, Leiden, 32-40 uur)",,2026-07-09,Leiden,3,nee,https://nl.linkedin.com/jobs/view/vacature-front-end-developer-mbo-hbo-leiden-32-40-uur-at-secure-design-webdevelopment-4448391541,webcare medewerker
Securex,securex.nl,geraden en bevestigd,Customer Service Advisor District 29,ja,2026-09-14,"Gent, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-advisor-district-29-at-securex-4456887404,klantenservice medewerker
Sedgwick,sedgwick.com,geraden en bevestigd,Administratief Medewerker,,2026-09-03,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-at-sedgwick-4256918853,webcare medewerker
Seed Valley,seedvalley.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-09-17,Enkhuizen,2,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-seed-valley-4467149651,orderverwerking
Select Courier International B.V.,selectcourier.com,geraden en bevestigd,CUSTOMER SERVICE,,2026-07-21,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-at-select-courier-international-b-v-4442661805,klantenservice medewerker
Sendcloud,sendcloud.com,geraden en bevestigd,Customer Support Consultant - Benelux,ja,2026-08-31,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-support-consultant-benelux-at-sendcloud-4460023105,klantenservice medewerker
Sennheiser,sennheiser.com,geraden en bevestigd,Customer Support Specialist,ja,2026-09-17,"Brussel, Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-specialist-at-sennheiser-4463526083,klantenservice medewerker
Sense Company,sense-company.com,geraden en bevestigd,Customer Care Specialist,ja,2026-09-16,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-sense-company-4467079261,customer happiness
Share Logistics,sharelogistics.com,geraden en bevestigd,Logistiek Medewerker (3208 LA Rotterdam),,2026-07-31,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-3208-la-rotterdam-at-share-logistics-4447194112,logistiek medewerker webshop
SharkNinja,sharkninja.nl,geraden en bevestigd,Ecommerce &amp; Merchandising Executive – Benelux,,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/ecommerce-merchandising-executive-%E2%80%93-benelux-at-sharkninja-4450230207,e-commerce medewerker
Shoeby,shoeby.nl,geraden en bevestigd,Technisch functioneel beheerder,,2026-09-10,Rosmalen,1,nee,https://nl.linkedin.com/jobs/view/technisch-functioneel-beheerder-at-shoeby-4465689661,webshop beheerder
Shop4trac,shop4trac.com,geraden en bevestigd,Stage Marketing / Content / Social Media,,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/stage-marketing-content-social-media-at-shop4trac-4462066724,content specialist webshop
ShopForward,shopforward.nl,geraden en bevestigd,Senior Campaign Manager,,2026-06-18,Boxtel,4,nee,https://nl.linkedin.com/jobs/view/senior-campaign-manager-at-shopforward-4429035003,online marketeer webshop
Shoppartners B.V.,shoppartners.nl,geraden en bevestigd,Klantenservice medewerker - parttime/fulltime,ja,2026-08-20,Heerhugowaard,5,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-parttime-fulltime-at-shoppartners-b-v-4455642292,e-commerce medewerker
ShoreTension,shoretension.com,geraden en bevestigd,Logistiek Medewerker,,2026-06-05,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-shoretension-4424705930,logistiek medewerker webshop
Sidekix,sidekix.nl,geraden en bevestigd,ORDERPICKER E-FULFILMENT,,2026-09-11,Uden,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-e-fulfilment-at-sidekix-4463996411,orderverwerking medewerker
Siebert & Wassink,siebertwassink.nl,geraden en bevestigd,Performance Marketeer,,2026-09-10,Venlo,1,nee,https://nl.linkedin.com/jobs/view/performance-marketeer-at-siebert-wassink-4464508197,online marketeer webshop
Signify,signify.com,geraden en bevestigd,Key Account Manager eCommerce,,2026-09-15,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/key-account-manager-ecommerce-at-signify-4466524130,e-commerce medewerker
Simac,simac.com,geraden en bevestigd,Customer Experience Manager Healthcare (regio Den Haag/Rotterdam),ja,2026-02-27,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/customer-experience-manager-healthcare-regio-den-haag-rotterdam-at-simac-4377933710,customer happiness
Simply Green,simply-green.nl,geraden en bevestigd,Operations Manager,,2026-09-18,Almere,1,nee,https://nl.linkedin.com/jobs/view/operations-manager-at-simply-green-4466686903,support medewerker webshop
Simvia,simvia.com,geraden en bevestigd,Customer Success Manager - Benelux - Growing Impact Scale Up,ja,2026-09-21,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-growing-impact-scale-up-at-simvia-4469842764,customer happiness
Skil B.V.,skil.com,geraden en bevestigd,E-Commerce Specialist (EMEA),,2026-09-04,Breda-Tilburg Area,2,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-emea-at-skil-b-v-4461166211,e-commerce medewerker
Slaapwereld B.V.,slaapwereld.nl,geraden en bevestigd,Stagiair online marketing,,2026-07-23,Woerden,1,nee,https://nl.linkedin.com/jobs/view/stagiair-online-marketing-at-slaapwereld-b-v-4444025168,online marketeer webshop
Sligro Food Group,sligrofood.com,geraden en bevestigd,Medewerker Customer Care,ja,2026-09-22,Breda,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-care-at-sligro-food-group-4470293178,klantenservice medewerker
Smart Health,smarthealth.live,geraden en bevestigd,Online marketeer,,2026-04-07,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-smart-health-4398376296,webcare medewerker
Smartwares Group,smartwares.eu,geraden en bevestigd,Customer Contact Specialist (E-commerce),ja,2026-09-08,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/customer-contact-specialist-e-commerce-at-smartwares-group-4462505766,customer happiness
Smollan Netherlands,smollan.com,geraden en bevestigd,Customer Success Medewerker,ja,2026-08-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-medewerker-at-smollan-netherlands-4447520039,customer happiness
SMS Intermediair,sms-intermediair.nl,geraden en bevestigd,Senior Order Manager Textiel (Order Processing &amp; Supply Chain),ja,2026-09-07,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/senior-order-manager-textiel-order-processing-supply-chain-at-sms-intermediair-recruitment-specialist-4451504496,orderverwerking
Snelstart,snelstart.nl,geraden en bevestigd,Klantenservice Medewerker Amersfoort,ja,2026-08-25,Amersfoort,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-amersfoort-at-snelstart-4447533157,klantenservice medewerker
Snowcountry,snowcountry.nl,geraden en bevestigd,Logistiek Medewerker - Fulltime in Amersfoort,,2026-07-24,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-fulltime-in-amersfoort-at-snowcountry-4444924601,logistiek medewerker webshop
Social Deal,socialdeal.nl,geraden en bevestigd,Franstalige Klantenservice Medewerker (Flexibel),ja,2026-05-28,'s-Hertogenbosch,2,nee,https://nl.linkedin.com/jobs/view/franstalige-klantenservice-medewerker-flexibel-at-social-deal-4420412173,support medewerker webshop
Sockshouse,sockshouse.nl,geraden en bevestigd,Inkoopmedewerker,,2026-09-08,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/inkoopmedewerker-at-sockshouse-4464456614,support medewerker webshop
Solid Partners ICT Groep,solidpartners.nl,geraden en bevestigd,ServiceDesk Medewerker (IT Support Engineer),ja,2026-07-23,Raalte,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-it-support-engineer-at-solid-partners-ict-groep-4441553368,webcare medewerker
Sonova Group,sonova.com,geraden en bevestigd,Customer Service employee,,2026-09-18,Vianen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-sonova-group-4383396850,klantenservice medewerker
Spacewell,spacewell.com,geraden en bevestigd,Customer Success Manager,ja,2026-04-30,Arnhem,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-spacewell-4408796947,customer happiness
Spectrum Equity,spectrumequity.com,geraden en bevestigd,"EMEA Customer Success Manager, Nordic Speaker",ja,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-nordic-speaker-at-spectrum-equity-4465563415,customer happiness
SPRNT,sprnt.nl,geraden en bevestigd,Marketing Content Specialist,,2026-09-03,Genemuiden,1,nee,https://nl.linkedin.com/jobs/view/marketing-content-specialist-at-sprnt-4460482919,content specialist webshop
SPS Commerce,spscommerce.com,geraden en bevestigd,Customer Success Manager III,ja,2026-09-03,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-iii-at-sps-commerce-4461695365,customer happiness
SRS,srs.nl,geraden en bevestigd,Retail Support Agent,ja,2025-09-29,Almere,1,nee,https://nl.linkedin.com/jobs/view/retail-support-agent-at-srs-4305383527,support medewerker webshop
stichd,stichd.com,geraden en bevestigd,Customer Service Representative (Formula 1 &amp; Football),ja,2026-09-17,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-formula-1-football-at-stichd-4468608843,klantenservice medewerker
STOX Energy Socks,stoxenergy.com,geraden en bevestigd,Customer Service Specialist,ja,2026-09-04,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-stox-energy-socks-4463382019,klantenservice medewerker
Studenten.net,studentennet.com,geraden en bevestigd,Klantadviseur Key Account Amersfoort,ja,2026-09-17,Hilversum,24,nee,https://nl.linkedin.com/jobs/view/klantadviseur-key-account-amersfoort-at-studenten-net-4468824591,klantadviseur
Studio Noos,studionoos.com,geraden en bevestigd,Performance Marketeer,,2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/performance-marketeer-at-studio-noos-4468611419,online marketeer webshop
STUDIOVEGTER,studiovegter.com,geraden en bevestigd,Wholesale Operations &amp; Customer Support Coördinator,ja,2026-07-05,Utrecht Area,2,nee,https://nl.linkedin.com/jobs/view/wholesale-operations-customer-support-co%C3%B6rdinator-at-studiovegter-4436991174,orderverwerking medewerker
Suitsupply,suitsupply.com,geraden en bevestigd,Customer Service Specialist,ja,2026-09-22,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-suitsupply-4326536412,klantenservice medewerker
SumUp,sumup.com,geraden en bevestigd,Customer Support Agent,ja,2026-09-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-agent-at-sumup-4421965211,klantenservice medewerker
Sunny Cars,sunnycars.nl,geraden en bevestigd,Customer Service Expert (24-40 uur),,2026-09-09,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/customer-service-expert-24-40-uur-at-sunny-cars-4465026977,klantenservice medewerker
Sunware,sunware.com,geraden en bevestigd,Marketplace Specialist (32 - 40 uur),,2026-09-14,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/marketplace-specialist-32-40-uur-at-sunware-4467048859,e-commerce medewerker
Superyoga,superyoga.nl,geraden en bevestigd,Social Media &amp; Performance Marketeer,,2026-09-01,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/social-media-performance-marketeer-at-superyoga-4461705564,online marketeer webshop
SV.CO,svco.nl,geraden en bevestigd,Medewerker Logistiek,,2026-08-23,De Lier,1,nee,https://nl.linkedin.com/jobs/view/medewerker-logistiek-at-sv-co-4466272331,logistiek medewerker webshop
swapwork,swapwork.nl,geraden en bevestigd,Logistiek medewerker / orderpicker dagdienst Alkmaar,ja,2026-09-16,Alkmaar,2,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-orderpicker-dagdienst-alkmaar-at-swapwork-4465989167,orderverwerking
Swiss Sense,swisssense.nl,geraden en bevestigd,Web Analist Digital Commerce,,2026-09-14,Uden,1,nee,https://nl.linkedin.com/jobs/view/web-analist-digital-commerce-at-swiss-sense-4467094489,webcare medewerker
Table du Sud,tabledusud.nl,geraden en bevestigd,Logistiek Medewerker,,2026-05-06,Heeze,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-table-du-sud-4410970419,logistiek medewerker webshop
Tangent,tangent.com,geraden en bevestigd,Entry level Customer Success Manager (€30-€60k salary + commission),ja,2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/entry-level-customer-success-manager-%E2%82%AC30-%E2%82%AC60k-salary-%2B-commission-at-tangent-4463361874,customer happiness
Tarkett,tarkett.nl,geraden en bevestigd,Customer Service Representative,ja,2026-06-26,Waalwijk,4,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-tarkett-4431709604,klantenservice medewerker
team.blue,domaincontactservice.com,geraden en bevestigd,Agent - Customer Support,ja,2026-09-18,Leiden,1,nee,https://nl.linkedin.com/jobs/view/agent-customer-support-at-team-blue-4469171885,customer service
Tech Rise,techrise.nl,geraden en bevestigd,Head of Customer Success,,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/head-of-customer-success-at-tech-rise-4456583876,customer happiness
Technische Unie,technischeunie.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-09-17,Zwolle,12,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-technische-unie-4466956665,klantenservice medewerker
Tegeltje.nl,tegeltje.nl,geraden en bevestigd,Sales medewerker B2B (24-40 uur),,2026-09-18,Bodegraven,1,nee,https://nl.linkedin.com/jobs/view/sales-medewerker-b2b-24-40-uur-at-tegeltje-nl-4469197217,e-commerce medewerker
Tellent,tellent.com,geraden en bevestigd,Digital Customer Success Manager - Benelux,ja,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/digital-customer-success-manager-benelux-at-tellent-4467383612,customer happiness
Temu,sites.google.com,geraden en bevestigd,Business Development Manager,,2026-09-06,Nederland,2,nee,https://nl.linkedin.com/jobs/view/business-development-manager-at-temu-4462685492,e-commerce medewerker
Termeer Groep,termeer.com,geraden en bevestigd,Webshopmedewerker (maandag),,2026-09-16,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/webshopmedewerker-maandag-at-termeer-groep-4371879320,webcare medewerker
terStal,terstal.nl,geraden en bevestigd,E-Commerce Manager,,2026-07-30,Almelo,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-manager-at-terstal-4447081089,webshop beheerder
The Brink Agency,thebrinkagency.com,geraden en bevestigd,Marketing Content Specialist,,2026-09-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/marketing-content-specialist-at-the-brink-agency-4464347395,content specialist webshop
The Dare Company,thedarecompany.com,geraden en bevestigd,Vacature Front end developer,,2026-07-10,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/vacature-front-end-developer-at-the-dare-company-4449069211,webcare medewerker
The Flex,theflex.nl,geraden en bevestigd,French-Speaking Customer Experience Specialist,ja,2026-06-18,"Brussel, Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/french-speaking-customer-experience-specialist-at-the-flex-4430765534,klantenservice medewerker
The Photo Company,thephotocompany.com,geraden en bevestigd,Winkelmedewerker (8-38 uur),,2026-09-13,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/winkelmedewerker-8-38-uur-at-the-photo-company-4466771175,webshop medewerker
The Pollinators,thepollinators.org,geraden en bevestigd,Social media strateeg &amp; Content creator,,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/social-media-strateeg-content-creator-at-the-pollinators-4470414045,content specialist webshop
Think Online,think-online.nl,geraden en bevestigd,VACATURE: ONLINE MARKETEER,,2026-06-27,Breda-Tilburg Area,1,nee,https://nl.linkedin.com/jobs/view/vacature-%0Aonline-marketeer-at-think-online-4434214925,online marketeer webshop
Thule Group,thule.com,geraden en bevestigd,Customer Service Medewerker,ja,2026-09-09,"Menen, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-medewerker-at-thule-group-4463877712,klantenservice medewerker
Tibber,tibber.com:443,geraden en bevestigd,Customer Support Specialist,ja,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-tibber-4414816920,klantenservice medewerker
TOPdesk,topdesk.com,geraden en bevestigd,Customer Succes Manager (NL),ja,2026-09-14,Delft,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-nl-at-topdesk-4465762335,customer happiness
Toppy,toppy.nl,geraden en bevestigd,E-commerce meewerkstage,,2026-04-07,Veghel,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-meewerkstage-at-toppy-4398365727,webshop medewerker
Travyk - Online Marketing Bureau,travyk.nl,geraden en bevestigd,Medior online marketeer - T shaped SEA specialist,,2026-09-07,Heerenveen,1,nee,https://nl.linkedin.com/jobs/view/medior-online-marketeer-t-shaped-sea-specialist-at-travyk-online-marketing-specialisten-4464323368,online marketeer webshop
Treatwell,treatwell.nl,geraden en bevestigd,Customer Success Manager NL,ja,2026-09-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-nl-at-treatwell-4469133608,webcare medewerker
Trend People,trend.nl,geraden en bevestigd,Commercieel administratief medewerker,,2026-09-09,Oudewater,1,nee,https://nl.linkedin.com/jobs/view/commercieel-administratief-medewerker-at-trend-people-4439906546,orderverwerking medewerker
Trigon Food BV,trigon-food.nl,geraden en bevestigd,Vacature loods medewerker,,2026-07-13,Leeuwarden,1,nee,,logistiek medewerker webshop
Triodos Bank,triodos.nl,geraden en bevestigd,Head of Customer Services TBNL,,2026-09-02,Driebergen-Rijsenburg,1,nee,https://nl.linkedin.com/jobs/view/head-of-customer-services-tbnl-at-triodos-bank-4462440160,customer happiness
TriplePro Online Marketing,triplepro.nl,geraden en bevestigd,SEO specialist,,2026-08-07,Groningen,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-at-triplepro-online-marketing-bv-4450353503,content specialist webshop
Troostwijk Auctions,troostwijkauctions.com,geraden en bevestigd,Klantenservice medewerker,ja,2026-09-02,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-troostwijk-auctions-4457342326,klantenservice medewerker
Trouw Nutrition,trouwnutrition-benelux.com,geraden en bevestigd,Customer Service Representative,ja,2026-09-04,"Gent, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-trouw-nutrition-4462317320,klantenservice medewerker
Trusted Shops,trustedshops.nl,geraden en bevestigd,Customer Success Manager Benelux (f/m/d),ja,2026-09-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-f-m-d-at-trusted-shops-4461893682,customer happiness
Trustoo.nl,trustoo.nl,geraden en bevestigd,Customer Success Manager,ja,2026-09-03,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-trustoo-nl-4460735308,customer happiness
TSC Life,tsc-life.com,geraden en bevestigd,Customer Service Agent,ja,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-agent-at-tsc-life-4469160348,orderverwerking medewerker
TVH,tvh.com,geraden en bevestigd,Customer Care Advisor France,ja,2026-09-03,"Waregem, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-care-advisor-france-at-tvh-4462782516,klantenservice medewerker
Twentyseven,hoteltwentyseven.com,geraden en bevestigd,Open sollicitatie - Twentyseven,,2024-11-26,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-twentyseven-at-twentyseven-4085642446,webcare medewerker
TwoBirds Company,twobirdscompany.com,geraden en bevestigd,Head of Operations bij OKTOBER,,2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/head-of-operations-bij-oktober-at-twobirds-company-4467565394,webshop beheerder
Udea BV,udea.nl,geraden en bevestigd,Magazijnmedewerker fulltime,,2026-02-23,Veghel,1,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-fulltime-at-udea-bv-4376590091,orderverwerking
Ultimesh,ultimesh.nl,geraden en bevestigd,E-commerce Medewerker,,2026-09-11,Hellevoetsluis,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-medewerker-at-ultimesh-4466068170,webcare medewerker
UMC Utrecht,umcutrecht.nl,geraden en bevestigd,Medewerker schoonmaak &amp; services,ja,2026-04-14,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-schoonmaak-services-at-umc-utrecht-4392436330,webcare medewerker
Under Armour,underarmour.nl,geraden en bevestigd,"Sr. Professional, Digital Marketplace Sales",,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/sr-professional-digital-marketplace-sales-at-under-armour-4453152174,e-commerce medewerker
United Petfood,unitedpetfood.eu,geraden en bevestigd,Commercieel Medewerker Binnendienst,,2026-08-14,Waalwijk,2,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-united-petfood-4454526510,orderverwerking medewerker
VAB,vab.nl,geraden en bevestigd,Customer Support Medewerker,ja,2026-09-08,"Zwijndrecht, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-medewerker-at-vab-4463500108,klantenservice medewerker
Vakgarage,vakgarage.nl,geraden en bevestigd,Service Adviseur in Mijdrecht,ja,2026-07-10,Mijdrecht,1,nee,https://nl.linkedin.com/jobs/view/service-adviseur-in-mijdrecht-at-vakgarage-4438893621,klantadviseur
Valicare,valicare.nl,geraden en bevestigd,PHP Developer,,2026-08-01,Den Haag,2,nee,https://nl.linkedin.com/jobs/view/php-developer-at-valicare-4445558465,webcare medewerker
Valk Design,valkdesign.nl,geraden en bevestigd,Customer Service &amp; Operations Medewerker | Valk at Home,ja,2026-09-08,Eemnes,1,nee,https://nl.linkedin.com/jobs/view/customer-service-operations-medewerker-valk-at-home-at-valk-design-4464472421,orderverwerking medewerker
VAMAT,vamat.nl,geraden en bevestigd,Medewerker Customer Service,ja,2026-09-08,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-at-vamat-4464449514,klantenservice medewerker
Van Cranenbroek,vancranenbroek.com,geraden en bevestigd,SEO Specialist – GEO &amp; AI Search (32–40 uur) | Budel,,2026-08-13,Budel,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-%E2%80%93-geo-ai-search-32%E2%80%9340-uur-budel-at-van-cranenbroek-4454081977,content specialist webshop
Van den Bosch,vandenbosch.nl,geraden en bevestigd,Klantenservicemedewerker,ja,2026-09-03,Erp,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-van-den-bosch-4462788081,klantenservice medewerker
Van der Heide,vanderheide.nl,geraden en bevestigd,Accountmanager binnendienst,,2026-06-07,Drachten,1,nee,https://nl.linkedin.com/jobs/view/accountmanager-binnendienst-at-van-der-heide-4436317544,klantadviseur
Van der Hoeven Kliniek,hoevenkliniek.nl,geraden en bevestigd,Medewerker beveiliging en receptie,,2026-09-16,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-beveiliging-en-receptie-at-van-der-hoeven-kliniek-4459146998,webcare medewerker
Van der Knaap,vanderknaap.nl,geraden en bevestigd,"Medewerker marketing, communicatie en events",,2026-09-14,Kwintsheul,1,nee,https://nl.linkedin.com/jobs/view/medewerker-marketing-communicatie-en-events-at-van-der-knaap-4467073432,webcare medewerker
Van der Wal,vanderwal.nl,geraden en bevestigd,Customer Service Specialist,ja,2026-09-11,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-van-der-wal-4464869166,customer service
Van Dorp,vandorp.nl,geraden en bevestigd,Helpdeskmedewerker ICT | Nieuwegein,ja,2026-07-10,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/helpdeskmedewerker-ict-nieuwegein-at-van-dorp-4435990557,support medewerker webshop
Van Gooi,vangooi.com,geraden en bevestigd,Front-end Developer (Energy Systems),,2026-08-18,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-energy-systems-at-van-gooi-4452846493,webcare medewerker
Van Happen Containers,vanhappencontainers.nl,geraden en bevestigd,Orderinvoer,,2026-08-25,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/orderinvoer-at-van-happen-containers-4458717105,orderverwerking medewerker
Van Herk Kaas,vanherkkaas.nl,geraden en bevestigd,"Vacature: Backoffice medewerker – klantcontact, inkoop &amp; verkoop (Fulltime)",ja,2026-08-26,Bodegraven,1,nee,https://nl.linkedin.com/jobs/view/vacature-backoffice-medewerker-%E2%80%93-klantcontact-inkoop-verkoop-fulltime-at-van-herk-kaas-4459316365,orderverwerking medewerker
Van Leeuwen Stainless,vanleeuwen.com,geraden en bevestigd,Inside Sales Medewerker,,2026-06-12,Beesd,1,nee,https://nl.linkedin.com/jobs/view/inside-sales-medewerker-at-van-leeuwen-stainless-4425967935,orderverwerking medewerker
Van Moer Logistics,vanmoer.com,geraden en bevestigd,Customer Service Officer,,2026-09-01,"Beringen, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-officer-at-van-moer-logistics-4459504625,klantenservice medewerker
Van Mossel Automotive Group,vanmossel.nl,geraden en bevestigd,Medewerker Klantenservice,ja,2026-08-11,Tilburg,6,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-van-mossel-automotive-group-4455292954,klantenservice medewerker
Van Nieuwpoort Groep,vannieuwpoort.com,geraden en bevestigd,Medewerker marketingcommunicatie,,2026-09-04,Gouda,1,nee,https://nl.linkedin.com/jobs/view/medewerker-marketingcommunicatie-at-van-nieuwpoort-groep-4461171249,webcare medewerker
van Spreuwel Transport B.V.,vanspreuweltransport.nl,geraden en bevestigd,Magazijnmedewerker nacht,,2026-09-11,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-nacht-at-van-spreuwel-transport-b-v-4466301084,logistiek medewerker webshop
Van Tol Retail,vantolversunie.com,geraden en bevestigd,Orderpicker Diepvries,,2026-06-16,Heerhugowaard,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-diepvries-at-van-tol-versunie-4429508941,orderverwerking
